iter	Passed	Remaining
421	2318	3174
422	2324	3170
423	2329	3165
424	2335	3159
425	2341	3155
426	2347	3150
427	2353	3144
428	2359	3140
429	2364	3134
430	2370	3130
431	2377	3125
432	2383	3120
433	2389	3116
434	2395	3111
435	2400	3105
436	2407	3101
437	2413	3096
438	2418	3091
439	2425	3086
440	2430	3081
441	2436	3075
442	2442	3070
443	2448	3065
444	2454	3060
445	2459	3055
446	2465	3050
447	2471	3045
448	2477	3040
449	2483	3034
450	2489	3030
451	2495	3025
452	2501	3020
453	2506	3014
454	2512	3009
455	2520	3006
456	2525	3000
457	2531	2995
458	2537	2991
459	2543	2986
460	2549	2980
461	2554	2975
462	2560	2969
463	2565	2963
464	2571	2958
465	2576	2952
466	2582	2947
467	2587	2941
468	2592	2935
469	2598	2930
470	2604	2924
471	2609	2919
472	2614	2913
473	2620	2908
474	2626	2902
475	2631	2897
476	2637	2891
477	2643	2886
478	2648	2881
479	2654	2875
480	2659	2869
481	2665	2864
482	2670	2858
483	2676	2853
484	2682	2848
485	2688	2842
486	2693	2837
487	2699	2832
488	2705	2826
489	2710	2821
490	2716	2815
491	2721	2810
492	2727	2804
493	2733	2799
494	2738	2794
495	2744	2788
496	2750	2783
497	2755	2777
498	2760	2771
499	2766	2766
500	2771	2760
501	2777	2754
502	2782	2749
503	2788	2743
504	2793	2737
505	2799	2732
506	2804	2727
507	2810	2721
508	2816	2716
509	2821	2711
510	2827	2705
511	2833	2700
512	2838	2694
513	2843	2688
514	2849	2683
515	2854	2677
516	2860	2672
517	2865	2666
518	2871	2660
519	2876	2655
520	2881	2649
521	2886	2643
522	2892	2637
523	2897	2632
524	2903	2626
525	2908	2621
526	2914	2615
527	2919	2609
528	2924	2604
529	2930	2598
530	2935	2593
531	2941	2587
532	2947	2582
533	2952	2576
534	2957	2570
535	2963	2565
536	2968	2559
537	2974	2554
538	2980	2549
539	2986	2544
540	2993	2539
541	2999	2534
542	3004	2528
543	3010	2523
544	3015	2517
545	3021	2512
546	3027	2507
547	3032	2501
548	3037	2495
549	3043	2490
550	3049	2484
551	3054	2479
552	3060	2474
553	3065	2468
554	3071	2462
555	3077	2457
556	3082	2451
557	3088	2446
558	3093	2440
559	3099	2435
560	3105	2429
561	3110	2424
562	3115	2418
563	3121	2413
564	3126	2407
565	3132	2401
566	3138	2396
567	3143	2390
568	3149	2385
569	3154	2379
570	3160	2374
571	3165	2368
572	3171	2363
573	3176	2357
574	3181	2351
575	3187	2346
576	3192	2340
577	3197	2334
578	3203	2329
579	3208	2323
580	3213	2317
581	3219	2312
582	3224	2306
583	3230	2300
584	3236	2295
585	3241	2290
586	3247	2284
587	3252	2279
588	3258	2273
589	3263	2267
590	3268	2262
591	3274	2256
592	3279	2251
593	3286	2246
594	3292	2240
595	3297	2235
596	3303	2230
597	3309	2224
598	3314	2218
599	3320	2213
600	3325	2208
601	3331	2202
602	3337	2197
603	3342	2191
604	3347	2185
605	3353	2180
606	3358	2174
607	3364	2168
608	3369	2163
609	3375	2157
610	3380	2151
611	3385	2146
612	3391	2141
613	3397	2135
614	3403	2130
615	3408	2124
616	3414	2119
617	3420	2113
618	3425	2108
619	3430	2102
620	3436	2097
621	3442	2091
622	3447	2086
623	3453	2081
624	3459	2075
625	3465	2070
626	3470	2064
627	3475	2058
628	3481	2053
629	3487	2048
630	3493	2042
631	3499	2037
632	3505	2032
633	3511	2027
634	3517	2021
635	3522	2015
636	3526	2009
637	3532	2004
638	3537	1998
639	3542	1992
640	3549	1987
641	3554	1982
642	3559	1976
643	3565	1971
644	3570	1965
645	3575	1959
646	3581	1954
647	3587	1948
648	3593	1943
649	3599	1938
650	3604	1932
651	3610	1927
652	3615	1921
653	3620	1915
654	3626	1909
655	3631	1904
656	3636	1898
657	3641	1892
658	3647	1887
659	3653	1881
660	3658	1876
661	3663	1870
662	3668	1864
663	3673	1859
664	3679	1853
665	3685	1848
666	3690	1842
667	3696	1836
668	3700	1831
669	3706	1825
670	3711	1820
671	3717	1814
672	3722	1808
673	3729	1803
674	3734	1798
675	3740	1792
676	3746	1787
677	3751	1781
678	3757	1776
679	3762	1770
680	3767	1764
681	3773	1759
682	3778	1753
683	3783	1748
684	3788	1742
685	3794	1736
686	3799	1731
687	3804	1725
688	3810	1720
689	3815	1714
690	3821	1708
691	3827	1703
692	3832	1697
693	3837	1691
694	3843	1686
695	3848	1680
696	3853	1675
697	3859	1669
698	3864	1664
699	3870	1658
700	3876	1653
701	3881	1647
702	3887	1642
703	3893	1636
704	3898	1631
705	3903	1625
706	3908	1619
707	3914	1614
708	3919	1608
709	3925	1603
710	3931	1597
711	3936	1592
712	3942	1586
713	3947	1581
714	3952	1575
715	3958	1570
716	3963	1564
717	3968	1558
718	3974	1553
719	3979	1547
720	3984	1541
721	3991	1536
722	3996	1531
723	4001	1525
724	4008	1520
725	4013	1514
726	4019	1509
727	4025	1504
728	4030	1498
729	4036	1492
730	4041	1487
731	4046	1481
732	4051	1475
733	4057	1470
734	4062	1464
735	4067	1459
736	4073	1453
737	4078	1447
738	4083	1442
739	4088	1436
740	4094	1431
741	4099	1425
742	4105	1419
743	4110	1414
744	4115	1408
745	4121	1403
746	4126	1397
747	4131	1391
748	4137	1386
749	4142	1380
750	4147	1375
751	4153	1369
752	4159	1364
753	4164	1358
754	4170	1353
755	4176	1347
756	4181	1342
757	4187	1336
758	4192	1331
759	4197	1325
760	4203	1320
761	4208	1314
762	4213	1308
763	4219	1303
764	4225	1298
765	4231	1292
766	4237	1287
767	4242	1281
768	4247	1276
769	4253	1270
770	4259	1265
771	4264	1259
772	4270	1254
773	4275	1248
774	4280	1242
775	4286	1237
776	4291	1231
777	4296	1226
778	4302	1220
779	4307	1214
780	4313	1209
781	4318	1204
782	4324	1198
783	4330	1192
784	4335	1187
785	4340	1181
786	4346	1176
787	4351	1170
788	4356	1165
789	4361	1159
790	4366	1153
791	4371	1148
792	4376	1142
793	4382	1137
794	4387	1131
795	4393	1125
796	4398	1120
797	4403	1114
798	4408	1109
799	4414	1103
800	4420	1098
801	4425	1092
802	4431	1087
803	4436	1081
804	4441	1075
805	4446	1070
806	4452	1064
807	4457	1059
808	4463	1053
809	4469	1048
810	4474	1042
811	4481	1037
812	4486	1032
813	4491	1026
814	4497	1020
815	4503	1015
816	4508	1009
817	4514	1004
818	4519	998
819	4524	993
820	4530	987
821	4536	982
822	4541	976
823	4547	971
824	4552	965
825	4558	960
826	4563	954
827	4568	949
828	4574	943
829	4580	938
830	4585	932
831	4591	927
832	4596	921
833	4602	916
834	4608	910
835	4613	905
836	4619	899
837	4625	894
838	4630	888
839	4635	883
840	4641	877
841	4646	871
842	4652	866
843	4658	861
844	4663	855
845	4668	849
846	4674	844
847	4679	838
848	4684	833
849	4690	827
850	4695	822
851	4700	816
852	4705	810
853	4711	805
854	4716	799
855	4721	794
856	4726	788
857	4732	783
858	4737	777
859	4742	772
860	4747	766
861	4753	760
862	4759	755
863	4764	750
864	4770	744
865	4776	739
866	4781	733
867	4786	727
868	4792	722
869	4797	716
870	4802	711
871	4808	705
872	4813	700
873	4818	694
874	4824	689
875	4829	683
876	4834	678
877	4840	672
878	4845	666
879	4850	661
880	4856	655
881	4861	650
882	4866	644
883	4872	639
884	4877	633
885	4882	628
886	4889	622
887	4894	617
888	4899	611
889	4905	606
890	4910	600
891	4916	595
892	4922	589
893	4927	584
894	4933	578
895	4938	573
896	4944	567
897	4948	562
898	4954	556
899	4959	551
900	4965	545
901	4971	540
902	4976	534
903	4981	528
904	4987	523
905	4992	517
906	4997	512
907	5004	507
908	5009	501
909	5014	495
910	5020	490
911	5025	484
912	5031	479
913	5037	473
914	5042	468
915	5048	462
916	5054	457
917	5059	451
918	5064	446
919	5070	440
920	5075	435
921	5080	429
922	5086	424
923	5091	418
924	5096	413
925	5102	407
926	5107	402
927	5113	396
928	5118	391
929	5124	385
930	5129	380
931	5135	374
932	5140	369
933	5145	363
934	5151	358
935	5156	352
936	5161	347
937	5167	341
938	5172	336
939	5177	330
940	5183	324
941	5188	319
942	5193	313
943	5199	308
944	5205	302
945	5211	297
946	5217	292
947	5223	286
948	5228	280
949	5233	275
950	5238	269
951	5243	264
952	5249	258
953	5254	253
954	5260	247
955	5265	242
956	5271	236
957	5276	231
958	5281	225
959	5287	220
960	5292	214
961	5298	209
962	5303	203
963	5309	198
964	5314	192
965	5319	187
966	5324	181
967	5330	176
968	5335	170
969	5341	165
970	5347	159
971	5352	154
972	5359	148
973	5365	143
974	5370	137
975	5376	132
976	5381	126
977	5387	121
978	5392	115
979	5397	110
980	5402	104
981	5408	99
982	5413	93
983	5418	88
984	5424	82
985	5429	77
986	5435	71
987	5440	66
988	5446	60
989	5451	55
990	5456	49
991	5461	44
992	5466	38
993	5471	33
994	5477	27
995	5482	22
996	5487	16
997	5494	11
998	5499	5
999	5505	0
