iter	Logloss
178	0.5357208294
179	0.5356077979
180	0.5354593564
181	0.5353789987
182	0.5352806116
183	0.5351003888
184	0.5349226579
185	0.534753178
186	0.5346413488
187	0.5345249007
188	0.5343976925
189	0.5342398965
190	0.5340640562
191	0.533911704
192	0.5337491641
193	0.533614697
194	0.5335034725
195	0.5334286218
196	0.533292809
197	0.5331877085
198	0.5330735818
199	0.5329039839
200	0.5327823626
201	0.5326303711
202	0.5324538548
203	0.5323228444
204	0.5321786317
205	0.5320459012
206	0.5319255338
207	0.5318022929
208	0.5316663268
209	0.5314657368
210	0.5313356702
211	0.5312237384
212	0.5310460775
213	0.5309676109
214	0.5308279256
215	0.5306979499
216	0.5305638385
217	0.5304518884
218	0.5302843707
219	0.5301747089
220	0.5300728509
221	0.5298528634
222	0.5297365453
223	0.5296138537
224	0.5295144805
225	0.5293651613
226	0.5292246848
227	0.5290538521
228	0.5289342983
229	0.5288485643
230	0.5287395793
231	0.5285674962
232	0.5284406298
233	0.5283296356
234	0.5281182033
235	0.5279733314
236	0.5278020131
237	0.5276557604
238	0.5275343942
239	0.5273985155
240	0.5272231179
241	0.5270456495
242	0.5269479005
243	0.526793492
244	0.5265746692
245	0.5264461713
246	0.5263667403
247	0.5262673941
248	0.5260402397
249	0.5259444139
250	0.5257441867
251	0.525590081
252	0.5254425195
253	0.5252918452
254	0.5251131115
255	0.5249663289
256	0.5248539399
257	0.5246635263
258	0.5245851882
259	0.524455888
260	0.5242943026
261	0.5241461617
262	0.5240409991
263	0.5239282393
264	0.5238094558
265	0.5236702544
266	0.5235396342
267	0.5232603358
268	0.5230948551
269	0.5229745823
270	0.5228114029
271	0.5226300468
272	0.5225423636
273	0.5223910203
274	0.5222511888
275	0.5221013919
276	0.5219341535
277	0.5218148055
278	0.5216994213
279	0.5215684507
280	0.5214588234
281	0.5213705666
282	0.5212802824
283	0.5211308716
284	0.5209488336
285	0.5207825403
286	0.5207032836
287	0.5205026658
288	0.5203509789
289	0.5201720037
290	0.5199972951
291	0.5198576675
292	0.5196724532
293	0.5195127666
294	0.5193753645
295	0.5192449729
296	0.519090455
297	0.5189638059
298	0.518775851
299	0.5185787803
300	0.5184075396
301	0.5182950398
302	0.5181316478
303	0.5180414575
304	0.5179250092
305	0.5177599647
306	0.5176224855
307	0.5174368496
308	0.5173287824
309	0.517176667
310	0.5170653107
311	0.5168746106
312	0.5167871261
313	0.5166105612
314	0.5164210418
315	0.5161832601
316	0.5160441549
317	0.5159050708
318	0.5157706436
319	0.515634194
320	0.5155315271
321	0.5153705994
322	0.5152904099
323	0.5151769854
324	0.5149906075
325	0.5148085233
326	0.5146761823
327	0.5145054624
328	0.5143763214
329	0.5142388697
330	0.5140549647
331	0.513851582
332	0.5137007123
333	0.5135157693
334	0.513327171
335	0.5131651658
336	0.513011113
337	0.5128464789
338	0.5126671551
339	0.51243141
340	0.5122154697
341	0.5120939183
342	0.51190837
343	0.511716536
344	0.5115258727
345	0.511362846
346	0.51119178
347	0.5109791141
348	0.510787197
349	0.5105933426
350	0.5104911057
351	0.5102974647
352	0.5101294274
353	0.5099996938
354	0.5098272776
355	0.5096789372
356	0.5094722257
357	0.5093038047
358	0.5091536738
359	0.5090420784
360	0.5088371892
361	0.5087058002
362	0.5085081662
363	0.5083324414
364	0.5081583296
365	0.5079983773
366	0.507864646
367	0.5076774513
368	0.5075558174
369	0.5073128488
370	0.5072268515
371	0.5070084476
372	0.5068288192
373	0.5066724364
374	0.5065294751
375	0.5063843
376	0.5062707905
377	0.5061167081
378	0.5059917406
379	0.5058313981
380	0.5057300158
381	0.5056174738
382	0.5054731276
383	0.5053380307
384	0.505175879
385	0.5049978661
386	0.5048609866
387	0.5046815903
388	0.5045050401
389	0.5043496647
390	0.5041531635
391	0.5040293446
392	0.503848549
393	0.5036805765
394	0.5035159183
395	0.5034312101
396	0.5033247491
397	0.5032058656
398	0.503073946
399	0.5028881195
400	0.502709595
401	0.5025671102
402	0.5023586077
403	0.5022547073
404	0.5021600708
405	0.5020169648
406	0.5019031507
407	0.5016713239
408	0.5014957187
409	0.5013663432
410	0.5012041913
411	0.5010073424
412	0.5008613518
413	0.5007332507
414	0.5005244887
415	0.5003773343
416	0.5001896894
417	0.5000438918
418	0.4998666501
419	0.4997443884
420	0.4996171343
421	0.4993713106
422	0.4992049031
423	0.498995224
424	0.4987656354
425	0.4985948973
426	0.4984528073
427	0.4983021857
428	0.4980900839
429	0.4978148793
430	0.497716544
431	0.4975351432
432	0.4973015271
433	0.4971642355
434	0.4970808953
435	0.496877765
436	0.4966867552
437	0.4964609886
438	0.4963481696
439	0.4962414956
440	0.4960661353
441	0.4959651664
442	0.4957922936
443	0.4956254429
444	0.4954587941
445	0.4952867193
446	0.4951132524
447	0.4949890852
448	0.4948231196
449	0.4946954608
450	0.4944385262
451	0.4942881428
452	0.4940668757
453	0.4938824228
454	0.493718773
455	0.4934969221
456	0.4932530014
457	0.4931097663
458	0.4929516635
459	0.4928449487
460	0.4926403356
461	0.4924540938
462	0.4923191343
463	0.4922272132
464	0.4920334483
465	0.4918943317
466	0.4917417854
467	0.4915209716
468	0.4912952916
469	0.4911244538
470	0.4910023616
471	0.4908714616
472	0.4907033956
473	0.4905092793
474	0.4903003221
475	0.4901327673
476	0.4900221925
477	0.4898574508
478	0.4896676303
479	0.4895230679
480	0.4893657016
481	0.4892286885
482	0.4891147992
483	0.4889138216
484	0.4887521115
485	0.4886383197
486	0.4883835134
487	0.4881764182
488	0.4880798485
489	0.4878807854
490	0.4876897776
491	0.4875374706
492	0.4873396494
493	0.4871928264
494	0.4870703738
495	0.4869375944
496	0.4868049192
497	0.4865978632
498	0.4864694451
499	0.4863418233
500	0.4861363392
501	0.4859908999
502	0.4858963227
503	0.4857190763
504	0.4856168167
505	0.4854431257
506	0.4853088262
507	0.4851135963
508	0.4850329624
509	0.4849330435
510	0.4847757915
511	0.4846522952
512	0.4845353113
513	0.4844013173
514	0.4841499514
515	0.4840319282
516	0.4839125053
517	0.4837591286
518	0.4836365328
519	0.4834559632
520	0.4833640434
521	0.4831699326
522	0.4829728948
523	0.4828518872
524	0.48272564
525	0.4825458123
526	0.482318474
527	0.4821595636
528	0.4820641809
529	0.4818919062
530	0.4816508175
531	0.4815246785
532	0.4813980344
533	0.4813377088
534	0.4812376392
535	0.4811861608
536	0.48104919
537	0.4809844615
538	0.4808143888
539	0.4806233923
540	0.4804926027
541	0.4803803295
542	0.4802123093
543	0.4800937274
544	0.479907022
545	0.479740247
546	0.4796199437
547	0.4795099064
548	0.4793441938
549	0.47919193
550	0.4790779885
551	0.4789787459
552	0.4788096773
553	0.4786382979
554	0.478513584
555	0.4783107695
556	0.4782161905
557	0.4780587911
558	0.477880076
559	0.4777602199
560	0.4776399114
561	0.4774598045
562	0.4772606498
563	0.4771398333
564	0.4769680522
565	0.4767854636
566	0.4766337569
567	0.4764617431
568	0.4763094547
569	0.476147833
570	0.476023492
571	0.4758550682
572	0.4757466949
573	0.4756083961
574	0.4754044838
575	0.4752335701
576	0.4750231204
577	0.4748701899
578	0.4746834461
579	0.4746008711
580	0.4744916905
581	0.4743574666
582	0.4741534858
583	0.4739541092
584	0.4738206444
585	0.4736565687
586	0.4735467344
587	0.4734584237
588	0.4732790928
589	0.4731024196
590	0.4729444012
591	0.4727915006
592	0.4726629421
593	0.4725189758
594	0.4724190037
595	0.4723391175
596	0.4721762725
597	0.4720417066
598	0.4719044546
599	0.4717776624
600	0.4716776452
601	0.4715228559
602	0.4713629871
603	0.4711566252
604	0.4710120459
605	0.4708775277
606	0.4707417567
607	0.4706451316
608	0.4704190358
609	0.4702845409
610	0.4700412516
611	0.4698767374
612	0.4697650639
613	0.4695862359
614	0.4693899139
615	0.4692363496
616	0.4690687017
617	0.4689399077
618	0.4687708533
619	0.4686285209
620	0.4684345454
621	0.4682334514
622	0.4681553361
623	0.4679760837
624	0.4678387987
625	0.4677040504
626	0.4675769952
627	0.4673872356
628	0.4672661587
629	0.4671494432
630	0.4669813161
631	0.466813546
632	0.4667073361
633	0.4665676798
634	0.4663828255
635	0.4662516097
636	0.4661024294
637	0.465963678
638	0.4658465496
639	0.4657145345
640	0.4655928069
641	0.4654061155
642	0.4652694244
643	0.4651273272
644	0.4649430711
645	0.4647950279
646	0.4646341389
647	0.464500321
648	0.4643153256
649	0.4641655535
650	0.4640228708
651	0.463867668
652	0.4637127298
653	0.4635708486
654	0.4633670485
655	0.4631879876
656	0.4630926373
657	0.4629593405
658	0.4627770033
659	0.4627122536
660	0.4625676594
661	0.4624514028
662	0.4622521996
663	0.4621137182
664	0.4619912464
665	0.4618924389
666	0.4617170862
667	0.4615719684
668	0.4614415871
669	0.4612407319
670	0.4611303003
671	0.4610509002
672	0.4608509851
673	0.4606723623
674	0.4605554861
675	0.4603264971
676	0.4601916716
677	0.4600317104
678	0.4599239246
679	0.4598055351
680	0.4596734108
681	0.4595283013
682	0.459341378
683	0.4591893727
684	0.4590475927
685	0.4589035433
686	0.4587690926
687	0.4586184324
688	0.4585073427
689	0.4583689454
690	0.4582265577
691	0.458077256
692	0.4579467554
693	0.4578129082
694	0.457665623
695	0.4574542826
696	0.4572886521
697	0.4572413757
698	0.4571588795
699	0.4570348108
700	0.4569315588
701	0.4567453569
702	0.456598737
703	0.4564635965
704	0.4563270784
705	0.4562492965
706	0.4560911162
707	0.4558786552
708	0.4557076224
709	0.4555992175
710	0.4554877529
711	0.4553593074
712	0.4552164318
713	0.4551320348
714	0.4549942009
715	0.4548187561
716	0.45463823
717	0.4544953391
718	0.4544052745
719	0.4542329466
720	0.4541370156
721	0.4539752708
722	0.4538826234
723	0.4537423356
724	0.4536200091
725	0.4534731582
726	0.4533166818
727	0.4532195376
728	0.4531442201
729	0.4530133529
730	0.4528611786
731	0.4527350763
732	0.452608267
733	0.4524559308
734	0.4522857376
735	0.4522110578
736	0.4520778
737	0.4519255119
738	0.4517641738
739	0.4515710977
740	0.4513932852
741	0.4512158311
742	0.4510776712
743	0.4509657717
744	0.450809268
745	0.4507264638
746	0.4505893575
747	0.4504858895
748	0.4503885542
749	0.450224112
750	0.4500775746
751	0.4499487845
752	0.4497845483
753	0.4496677938
754	0.4495794427
755	0.4494367853
756	0.4492470077
757	0.4490223538
758	0.4489443965
759	0.448875653
760	0.448722344
761	0.448618461
762	0.4484546631
763	0.4483005187
764	0.4481896437
765	0.448081108
766	0.4479618481
767	0.4477818961
768	0.4476262991
769	0.4474755285
770	0.4473407666
771	0.4472425307
772	0.4470538015
773	0.4468760622
774	0.4467622685
775	0.4466191188
776	0.4465287455
777	0.446445457
778	0.4463560943
779	0.4462718927
780	0.4461241219
781	0.4459576776
782	0.445839629
783	0.4457212014
784	0.4456386813
785	0.4454892957
786	0.4453354765
787	0.4451872811
788	0.4450157948
789	0.4448246589
790	0.4446915829
791	0.4445635102
792	0.4444838626
793	0.4443577923
794	0.4442517222
795	0.4440878941
796	0.4439854956
797	0.4437798645
798	0.4436475612
799	0.4435061393
800	0.4433597364
801	0.4431691598
802	0.4430022351
803	0.4428747507
804	0.4427716779
805	0.4426769762
806	0.4425389679
807	0.4424119197
808	0.442279837
809	0.4421209567
810	0.4419809119
811	0.4418487836
812	0.4417424244
813	0.4416383607
814	0.4415380982
815	0.4414150061
816	0.4412910274
817	0.4411739947
818	0.4410480438
819	0.4409673058
820	0.4408510061
821	0.4407922993
822	0.4406544976
823	0.4405584941
824	0.440380285
825	0.4402646288
826	0.440097586
827	0.4399661523
828	0.4398543886
829	0.4397592267
830	0.4395747332
831	0.4394666417
832	0.4392925179
833	0.4391449578
834	0.4390622552
835	0.4389045692
836	0.4387911473
837	0.4386707578
838	0.4385714984
839	0.4384147803
840	0.4383060442
841	0.4381544876
842	0.4380239022
843	0.437869417
844	0.4377769125
845	0.4376688987
846	0.4375575169
847	0.4374803269
848	0.4374136065
849	0.4373101101
850	0.4371517543
851	0.4370567588
852	0.4368947887
853	0.4367819859
854	0.4366770467
855	0.4364925026
856	0.4364101564
857	0.4362378442
858	0.4360635633
859	0.4359515364
860	0.4358320491
861	0.4357054041
862	0.4355679417
863	0.4353824044
864	0.4352450246
865	0.435124633
866	0.4349428029
867	0.4348344585
868	0.4347031225
869	0.4345671627
870	0.4344283513
871	0.4343476411
872	0.4342607608
873	0.434181618
874	0.43410941
875	0.4340117793
876	0.4338449047
877	0.4337084961
878	0.4335885132
879	0.4334664885
880	0.4333955648
881	0.4332331293
882	0.4331176556
883	0.4330046175
884	0.4329391993
885	0.4327913402
886	0.4326348818
887	0.4325722939
888	0.4324455873
889	0.4323829221
890	0.4322485646
891	0.4321087905
892	0.4319702056
893	0.4318655756
894	0.431742654
895	0.431638098
896	0.4314955927
897	0.4313631602
898	0.4312395477
899	0.4311288561
900	0.430978801
901	0.4308031579
902	0.4306734082
903	0.4304930362
904	0.4303150927
905	0.4301587948
906	0.4300358093
907	0.429922932
908	0.4297886227
909	0.4296563632
910	0.4295634811
911	0.429439395
912	0.4293233128
913	0.4291759465
914	0.4290296387
915	0.4289507812
916	0.4288043482
917	0.4286107296
918	0.4285267191
919	0.4284220927
920	0.4283054701
921	0.4281846797
922	0.4281135888
923	0.4279772252
924	0.4277710633
925	0.427644006
926	0.427497363
927	0.4273661594
928	0.4272044877
929	0.4270972276
930	0.4270067302
931	0.4268825686
932	0.4267604247
933	0.4265984752
934	0.4264813876
935	0.4264085378
936	0.4263127629
937	0.4261812399
938	0.426071804
939	0.4259404259
940	0.4258372444
941	0.4256890379
942	0.4255701386
943	0.4254317945
944	0.4252806508
945	0.4251771925
946	0.4250491161
947	0.4248523053
948	0.4247021005
949	0.4245709092
950	0.4244260613
951	0.4243526796
952	0.4242265106
953	0.4241061374
954	0.4239999482
955	0.4238969377
956	0.4237464444
957	0.4236201704
958	0.4234765314
959	0.4233294892
960	0.4231737976
961	0.4230864367
962	0.4229571922
963	0.4228018181
964	0.4226877976
965	0.4226014395
966	0.4225226794
967	0.4224157339
968	0.422296667
969	0.422172359
970	0.4220075182
971	0.4218617929
972	0.4217398459
973	0.4216485761
974	0.4215511498
975	0.4214172491
976	0.4213069598
977	0.4211758761
978	0.4210492383
979	0.420920413
980	0.4207289204
981	0.4206464091
982	0.4205765861
983	0.4204259834
984	0.4203115961
985	0.4202013036
986	0.420037487
987	0.4198572878
988	0.419705969
989	0.4196386187
990	0.4195797157
991	0.4194173146
992	0.4192544394
993	0.4190930893
994	0.418989051
995	0.418888707
996	0.4187853116
997	0.4187214664
998	0.4185424666
999	0.4184211789
